Total Contract Value (TCV),Account Name,Opportunity Name,Opportunity Stage,Fiscal Period,Opportunity Closure Date,Lead Source,Opportunity Type,Opportunity Owner,Secondary Practice Area,Gross Profit Margin (GPM %),Ascendion Office,Start Date,End Date,Last Modified Date,Commit Status,Probability (%),Created Date,Opportunity Creation Date as per User,Procurement Process,Execution Approach,Account Manager,Super Merge Client Name,Opportunity ID,ID(18 Characters),Previous Opportunity Stage,Opportunity Last Stage change Date,AVA Offering_Tracking,AVA Offering Multi Select Drop down (Val,AVA Platform Considered (Yes/No)?,Proactive?,Alliance Partner,Industry BU Group,Practice,Amount
2550000,"Dicks Sporting Goods, Inc.",IDaaS RFP,Proposal Presentation,Q4-2023,10/31/23,Other,New Business,Powell Blue,,38,Direct - No Region,10/6/23,10/16/26,9/6/23,High quality,50,5/18/23,5/18/23,RFP driven,Engineering projects,No Geo AM Involved,"Dicks Sporting Goods, Inc.",0065c00001Dx7mV,0065c00001Dx7mVAAR,Proposal Presentation,7/11/23 17:00,,,,Yes,,P&R,Platform Engineering,
900000,"Dicks Sporting Goods, Inc.",Intelligent Automation - UIPath,Proposal Creation,Q4-2023,11/3/23,Client Referral,New Business,Powell Blue,,36,Direct - No Region,11/13/23,10/31/24,9/6/23,,30,5/24/23,5/24/23,Direct,Engineering projects,No Geo AM Involved,"Dicks Sporting Goods, Inc.",0065c00001DyM8v,0065c00001DyM8vAAF,Inquiry,9/5/23 17:00,,,,No,,P&R,Platform Engineering,
1,"United Airlines, Inc.",Cost Takeout (shift offshore),Inquiry,Q4-2023,12/29/23,Client Referral,New Business,Ajay Mathew,,,Direct - No Region,1/1/24,12/31/24,6/30/23,Low confidence,0,6/29/23,6/5/23,RFI,Engineering projects,No Geo AM Involved,"United Airlines, Inc.",0065c00001K4l4b,0065c00001K4l4bAAB,,6/28/23 17:00,,,,No,AWS,P&R,Platform Engineering,
1,Royal Caribbean International,Argonaught (Reservation Modernization) - Parent Opp,Inquiry,Q4-2023,12/30/23,Geo,New Business,Ajay Mathew,Product/Platform Modernization,,"Tampa, FL",,,10/11/23,Low confidence,0,12/7/22,12/7/22,N/A,Engineering projects,Alayna Constantine,Royal Caribbean International,0065c000015XGsP,0065c000015XGsPAAW,Inquiry,,ITA;ADE;,ITA; ADE,Yes,Yes,,P&R,Platform Engineering,
245000,Pearson Inc,Pearson Online Classroom Virtualization,Negotiation/Review,Q4-2023,12/31/23,Industry,New Business,Abhishek V,,35,"Raleigh, NC",3/28/23,8/31/23,9/8/23,High quality,80,3/9/23,3/9/23,Direct,Engineering projects,Ward Sewell,,0065c000019jkMu,0065c000019jkMuAAI,Negotiation/Review,7/11/23 17:00,,,,Yes,Snowflake,P&R,Platform Engineering,
1,Stitch Fix,Stitch Fix - IAF - Kim Bostic,Qualification,Q3-2023,9/29/23,Geo,New Business,Lauren Day,,,"Bay Area, CA",9/4/23,3/29/24,8/7/23,Low confidence,20,4/18/23,5/29/23,Proactive pitch,Engineering projects,Yasmine Lunar,,0065c00001CYpiC,0065c00001CYpiCAAT,Qualification,6/20/23 17:00,,,,Yes,,P&R,Platform Engineering,
500000,Beazer Homes USA,ServiceNow Implementation - Beazer Homes,Inquiry,Q4-2023,11/30/23,Cold call,New Business,Gabrielle Ratcliffe,,,"Atlanta, GA",9/1/23,3/29/24,8/4/23,Low confidence,0,7/18/23,7/14/23,Direct,Engineering projects,Gabrielle Ratcliffe,,0065c00001LPaUq,0065c00001LPaUqAAL,Inquiry,7/17/23 17:00,,,,Yes,,P&R,Platform Engineering,
1,"Sun Country, Inc.",Sun Country Baggage POC,Inquiry,Q1-2024,3/1/24,Client Referral,New Business,Mia Meyer,,,"Minneapolis, MN",3/1/24,12/1/24,7/13/23,,0,7/13/23,7/13/23,Direct,Engineering projects,Mia Meyer,,0065c00001LMUD5,0065c00001LMUD5AAP,Inquiry,7/12/23 17:00,,,,Yes,,P&R,Platform Engineering,
130000,Deloitte & Touche Corp,ServiceNow_Deloitte Canada,Qualification,Q4-2023,12/18/23,Campaign,New Business,malek sultani,,,Direct - No Region,1/22/24,1/27/25,9/12/23,Low confidence,20,9/12/23,7/10/23,Direct,JUMP,,,0065c00001NHCCt,0065c00001NHCCtAAP,,9/11/23 17:00,,,,Yes,,P&R,Platform Engineering,
130000,The Southern Alberta Institute of Technology (SAIT),ServiceNow_SAIT,Inquiry,Q1-2024,1/8/24,Campaign,New Business,malek sultani,,,Direct - No Region,1/8/24,1/6/25,9/12/23,Low confidence,0,9/12/23,9/8/23,Direct,JUMP,,,0065c00001NHCLN,0065c00001NHCLNAA5,,9/11/23 17:00,,,,Yes,,P&R,Platform Engineering,
1,"United Airlines, Inc.",Dynamic Workforce Planning (Infor),Inquiry,Q4-2023,11/24/23,Geo,New Business,Ajay Mathew,Integration,,"Chicago, IL",,,6/30/23,Low confidence,0,6/23/22,7/29/22,Proactive pitch,Engineering projects,Riley Kipp,"United Airlines, Inc.",0063i00000HLqZZ,0063i00000HLqZZAA1,Inquiry,,,,No,No,,P&R,Platform Engineering,250000
1,Ulta Inc.,MLOps Enablement - Ulta Beauty,Inquiry,Q4-2023,11/30/23,Cold call,New Business,Shalyn Greenhaw,,,"Chicago, IL",,,7/18/23,,0,7/18/23,7/18/23,Direct,Engineering projects,Shalyn Greenhaw,Ulta Inc.,0065c00001LPjst,0065c00001LPjstAAD,Inquiry,7/17/23 17:00,,,,No,,P&R,AI & Data Engineering,
800000,"United Airlines, Inc.",TechOps Data Migration,Inquiry,Q4-2023,10/27/23,Cold call,New Business,Ajay Mathew,,,"Chicago, IL",,12/29/23,8/11/23,Low confidence,0,6/9/23,6/9/23,Proactive pitch,Engineering projects,Riley Kipp,"United Airlines, Inc.",0065c00001H8GA2,0065c00001H8GA2AAN,Inquiry,6/8/23 17:00,,,,No,,P&R,AI & Data Engineering,
150000,Cambria,Cambria- MLOps,Proposal Creation,Q1-2024,1/31/24,Other,New Business,taylor kiffin,,,"Minneapolis, MN",5/8/23,6/30/23,10/11/23,,30,5/15/23,5/15/23,Direct,Engineering projects,Taylor Kiffin,,0065c00001DwjNn,0065c00001DwjNnAAJ,Proposal Creation,6/20/23 17:00,,,,Yes,AWS,P&R,AI & Data Engineering,
235040,Sephora USA Inc,Sephora - ML/Data Engineering Personalization - Ravi,Proposal Presentation,Q3-2023,9/18/23,Geo,New Business,Yasmine Lunar,,15,"Bay Area, CA",9/20/23,9/30/24,9/14/23,Commit,50,4/25/23,4/25/23,Proactive pitch,Engineering projects,Megan Ogrady,,0065c00001CaWuJ,0065c00001CaWuJAAV,Proposal Presentation,7/10/23 17:00,,,,Yes,,P&R,AI & Data Engineering,
1,Alaska Airlines,Alaska Airlines - Irregular Operations - AI/Analytics,Inquiry,Q1-2024,3/29/24,Client Referral,New Business,brett oxenhandler,,,"Seattle, WA",,,9/13/23,Low confidence,10,7/11/23,7/11/23,RFI,Engineering projects,Malak Qibaa,Alaska Airlines,0065c00001K86C3,0065c00001K86C3AAJ,Inquiry,7/10/23 17:00,,,,Yes,,P&R,AI & Data Engineering,
6.3,eBay,AI Assisted Inventory Enrichment,Proposal Creation,Q3-2023,7/21/23,Cold call,New Business,Abhishek V,,38,"Bay Area, CA",8/1/23,7/31/24,6/21/23,,30,6/20/23,6/19/23,Direct,Engineering projects,Ranya Decastro,,0065c00001IYdUF,0065c00001IYdUFAA1,Qualification,6/20/23 17:00,,,,No,,P&R,AI & Data Engineering,
1,Starbucks Corporation,HR Data Integration Co-Engineering (SBUX Reinvent - DAIBO Group),Inquiry,Q4-2023,10/31/23,Geo,New Business,Michael Samson,Data Pipelines,40,"Seattle, WA",5/29/23,12/31/23,8/29/23,Low confidence,0,10/14/22,10/14/22,Proactive pitch,Engineering projects,Galina Romanova,Starbucks Corporation,0065c000014IpsQ,0065c000014IpsQAAS,Inquiry,4/24/23 11:17,,,No,Yes,Microsoft,P&R,AI & Data Engineering,
1,"Chipotle Mexican Grill, Inc.",Data Migration - Aggregation - Modernization,Inquiry,Q4-2023,11/10/23,Industry,New Business,Michael Samson,Data Quality,,"Seattle, WA",,,5/17/23,,0,1/7/23,1/7/23,,DDS,Brevin Vent,"Chipotle Mexican Grill, Inc.",0065c0000169kPR,0065c0000169kPRAAY,Inquiry,,,,,,,P&R,AI & Data Engineering,
3500000,"Dicks Sporting Goods, Inc.","Foundation & DPaaS (Phase 3) CE, Data Ops",Proposal Creation,Q4-2023,11/17/23,Inside Sales,New Business,Powell Blue,,33,Direct - No Region,12/1/23,8/30/24,9/29/23,Low confidence,30,9/6/23,7/3/23,Direct,Engineering projects,No Geo AM Involved,"Dicks Sporting Goods, Inc.",0065c00001NG3lh,0065c00001NG3lhAAD,Proposal Creation,9/5/23 17:00,,,,Yes,Microsoft; Snowflake,P&R,AI & Data Engineering,
2000000,"Dicks Sporting Goods, Inc.",DSG Overall Data Migration- Core Team,Qualification,Q2-2024,4/26/24,Industry,New Business,Powell Blue,Data Quality,30,Direct - No Region,4/29/24,4/30/25,9/29/23,Low confidence,20,10/12/22,10/12/22,None,Engineering projects,No Geo AM Involved,"Dicks Sporting Goods, Inc.",0065c000013kyoR,0065c000013kyoRAAQ,Qualification,6/27/23 17:00,,,No,No,Microsoft,P&R,AI & Data Engineering,
300000,"FedEx Ground Package System, Inc.",Customer Data & Service Data Platform Modernization,Negotiation/Review,Q4-2023,11/3/23,Client Referral,New Business,Ajay Mathew,,40,Direct - No Region,11/13/23,5/31/24,10/18/23,Commit,80,5/10/23,5/8/23,Proactive pitch,Engineering projects,No Geo AM Involved,"FedEx Ground Package System, Inc.",0065c00001DwDI5,0065c00001DwDI5AAN,Proposal Presentation,10/17/23 17:00,,,,Yes,Microsoft,P&R,AI & Data Engineering,
1,"Hawaiian Airlines, Inc.",AI Strategy & Advisory,Inquiry,Q1-2024,1/26/24,Client Referral,New Business,Ajay Mathew,,,Direct - No Region,,,7/20/23,,0,7/20/23,7/20/23,Direct,Engineering projects,No Geo AM Involved,"Hawaiian Airlines, Inc.",0065c00001M2TCJ,0065c00001M2TCJAA3,Inquiry,7/19/23 17:00,,,,Yes,AWS,P&R,AI & Data Engineering,
200000,"Chewy, Inc.",Chewy- Data Fingerprinting- eCommerce Analytics,Inquiry,Q1-2024,2/26/24,Client Referral,New Business,alayna constantine,,,"Tampa, FL",,,8/16/23,Low confidence,0,8/16/23,8/16/23,Proactive pitch,Engineering projects,Alayna Constantine,"Chewy, Inc.",0065c00001MgYLa,0065c00001MgYLaAAN,,8/15/23 17:00,,,,Yes,,P&R,AI & Data Engineering,
1,USAA,KC - USAA - Data & AI/ML - Chris Gifford,Inquiry,Q4-2023,12/29/23,Geo,New Business,Karleigh Coker,Analytics & Visualization,,"Austin, TX",1/11/23,12/29/23,5/2/23,,30,2/7/23,1/11/23,Direct,Engineering projects,Karleigh Coker,,0065c000016fbAo,0065c000016fbAoAAI,,,,,Yes,No,,P&R,AI & Data Engineering,
1,"FedEx Ground Package System, Inc.",Data Transformation and OCM Opportunity,Inquiry,Q4-2023,12/31/23,Cold call,New Business,maleeka plummer,,,"Nashville, TN",8/23/23,12/31/23,8/23/23,Low confidence,0,8/23/23,8/23/23,Proactive pitch,Cognixia,Maleeka Plummer,"FedEx Ground Package System, Inc.",0065c00001MnFJS,0065c00001MnFJSAA3,,8/22/23 17:00,,,,Yes,AWS,P&R,AI & Data Engineering,
1,"Uber Technologies, Inc.",Uber COE - Catalyzing Initiative for Uber COE w/ Chad Aronson,Proposal Presentation,Q3-2023,7/25/23,Phone Contact,New Business,Nick Dylim,,,"Bay Area, CA",3/23/23,6/8/23,6/15/23,,50,4/20/23,3/23/23,Proactive pitch,Engineering projects,Nick Dy Lim,,0065c00001CZZJX,0065c00001CZZJXAA5,Proposal Presentation,4/20/23 9:14,,,,Yes,,P&R,AI & Data Engineering,
1,"Sun Country, Inc.",Data Modernization/Automation,Inquiry,Q1-2024,3/1/24,Cold call,New Business,Mia Meyer,,,"Minneapolis, MN",3/1/24,12/1/24,7/13/23,,0,7/13/23,7/13/23,Direct,Engineering projects,Mia Meyer,,0065c00001LMUD6,0065c00001LMUD6AAP,,7/12/23 17:00,,,,Yes,,P&R,AI & Data Engineering,
294000,Shelby County Schools,"Shelby County Schools (SCS) _BI Visualization, Data AI Insights and Automated Reporting",Proposal Creation,Q4-2023,11/30/23,Event,New Business,maleeka plummer,,,"Nashville, TN",8/9/23,10/2/23,9/13/23,Low confidence,30,6/30/23,8/9/23,Proactive pitch,Engineering projects,Maleeka Plummer,,0065c00001K4zKC,0065c00001K4zKCAAZ,Proposal Creation,8/8/23 17:00,,,,Yes,,P&R,AI & Data Engineering,1
1,International Paper,"International Paper, Pathfinder, Ecommerce, Generative AI, Automation",Investigation & Analysis,Q4-2023,12/30/23,Cold call,New Business,maleeka plummer,,,"Nashville, TN",7/13/23,11/30/23,9/13/23,Low confidence,10,7/13/23,7/13/23,Proactive pitch,Engineering projects,Maleeka Plummer,,0065c00001LMe0y,0065c00001LMe0yAAD,Investigation & Analysis,8/22/23 17:00,,,,Yes,,P&R,AI & Data Engineering,1
400000,American Medical Association,Physician Burnout,Inquiry,Q4-2023,11/17/23,Cold call,New Business,Casey Warrick,,,"Chicago, IL",,,10/5/23,Low confidence,0,7/18/23,7/18/23,Direct,Engineering projects,Casey Warrick,American Medical Association,0065c00001LPnmI,0065c00001LPnmIAAT,Inquiry,7/17/23 17:00,,,,No,,P&R,AI & Data Engineering,400000
100000,LL Flooring,QA Automation Pod,Proposal Presentation,Q3-2023,9/19/23,Other,New Business,kelly hagan,,35,"Raleigh, NC",8/28/23,12/25/23,10/9/23,High quality,50,6/29/23,6/29/23,Direct,Engineering projects,Kelly Hagan,,0065c00001K4l0A,0065c00001K4l0AAAR,Inquiry,10/8/23 17:00,,,,No,Tricentis,P&R,Quality Engineering,
1,"Dicks Sporting Goods, Inc.",Merch Apps Support for MPL & MIX Teams,Inquiry,Q4-2023,12/22/23,Client Referral,New Business,Powell Blue,,,Direct - No Region,,,7/12/23,,0,5/24/23,5/24/23,Direct,Engineering projects,No Geo AM Involved,"Dicks Sporting Goods, Inc.",0065c00001DyLNp,0065c00001DyLNpAAN,Inquiry,5/23/23 17:00,,,,No,,P&R,Quality Engineering,
1,"Dicks Sporting Goods, Inc.",L3 Support for Merch Team,Inquiry,Q1-2024,1/26/24,Client Referral,New Business,Powell Blue,,,Direct - No Region,,,7/6/23,,0,5/24/23,5/24/23,Direct,Engineering projects,No Geo AM Involved,"Dicks Sporting Goods, Inc.",0065c00001DyLB2,0065c00001DyLB2AAN,Inquiry,5/23/23 17:00,,,,No,,P&R,Quality Engineering,
10400,American Campus Communities Inc,QE Assessment,Inquiry,Q4-2023,12/11/23,Client Referral,New Business,andrew christensen,,35,"Austin, TX",12/11/23,12/15/23,10/10/23,Low confidence,0,8/18/23,8/18/23,Proactive pitch,Engineering projects,Jordan Bailey,,0065c00001MhVrL,0065c00001MhVrLAAV,Inquiry,8/17/23 17:00,,,,Yes,Tricentis,P&R,Quality Engineering,
1,"Sun Country, Inc.",Sun Country - QE - Managed Service,Investigation & Analysis,Q4-2023,12/1/23,Client Referral,New Business,Mia Meyer,,,"Minneapolis, MN",1/1/24,1/1/26,9/27/23,Low confidence,10,9/27/23,,Direct,Engineering projects,Mia Meyer,,0065c00001NfNB7,0065c00001NfNB7AAN,,9/26/23 17:00,,,,Yes,,P&R,Quality Engineering,
150000,"Sun Country, Inc.",Sun Country Mobile 3rd Party Testing,Negotiation/Review,Q4-2023,12/1/23,Cold call,New Business,Mia Meyer,,28,"Minneapolis, MN",11/1/23,3/31/24,10/5/23,Commit,80,9/18/23,,Direct,Engineering projects,Mia Meyer,,0065c00001NIR6b,0065c00001NIR6bAAH,Proposal Presentation,10/4/23 17:00,,,,Yes,,P&R,Quality Engineering,
1,"Hawaiian Airlines, Inc.","Engineering Excellence Consulting (QE, DevOps, & ITA)",Inquiry,Q2-2023,4/28/23,Industry,New Business,Michael Samson,QE Transformation,,Direct - No Region,,,5/16/23,Low confidence,0,3/8/22,3/4/22,Direct Procurement,Engineering projects,,"Hawaiian Airlines, Inc.",0063i00000FXGdt,0063i00000FXGdtAAH,Inquiry,,ITA;,ITA,Yes,,,P&R,Quality Engineering,100000
229652.8,American Campus Communities Inc,ACC Salesforce Replacement,Inquiry,Q4-2023,10/23/23,Client Referral,New Business,andrew christensen,,35,"Austin, TX",,,9/5/23,Low confidence,0,9/5/23,9/5/23,Proactive pitch,Engineering projects,Hunter Carrithers,,0065c00001NFpTl,0065c00001NFpTlAAL,,9/4/23 17:00,,,,Yes,,P&R,Enterprise Solutions,
1,PricewaterhouseCoopers,Global App Support- Salesforce- JUMP,Inquiry,Q4-2023,12/18/23,Cold call,New Business,Richard Phipps,,,"Tampa, FL",,,8/23/23,Low confidence,0,8/23/23,8/23/23,Direct,JUMP,Delaney Lindstrom,PricewaterhouseCoopers,0065c00001MnAuf,0065c00001MnAufAAF,Inquiry,8/22/23 17:00,,,,No,,P&R,Enterprise Solutions,
210000,Cambria,Cambria- MR Mobile App,Negotiation/Review,Q1-2024,1/31/24,Other,New Business,taylor kiffin,,40,"Minneapolis, MN",11/1/23,2/29/24,10/11/23,High quality,80,6/28/23,6/28/23,Direct,Engineering projects,Taylor Kiffin,,0065c00001K4ZkG,0065c00001K4ZkGAAV,Negotiation/Review,10/3/23 17:00,,,,Yes,Salesforce,P&R,Enterprise Solutions,
56000,American Campus Communities Inc,Salesforce Assessment - Polaris,Inquiry,Q4-2023,12/11/23,Other,New Business,andrew christensen,,35,"Austin, TX",10/2/23,10/31/23,10/10/23,Low confidence,0,8/18/23,8/18/23,Proactive pitch,Engineering projects,Karleigh Coker,,0065c00001MhVjv,0065c00001MhVjvAAF,Inquiry,8/17/23 17:00,,,,Yes,Salesforce,P&R,Enterprise Solutions,
1,Manhattan Associates Inc,Bulk Staffing - Manhattan A.,Inquiry,Q4-2023,10/10/23,Client Referral,New Business,Samantha Scheibe,,,"Atlanta, GA",,,8/10/23,Low confidence,30,8/8/23,8/8/23,Direct,Engineering projects,Samantha Scheibe,,0065c00001JFoy8,0065c00001JFoy8AAD,Inquiry,8/7/23 17:00,,,,Yes,,P&R,Enterprise Solutions,
1,"McLane Company, Inc.",KC - McLane Company - Digital Transformation / Automation - Mark Westberry,Inquiry,Q4-2023,11/1/23,Geo,New Business,Karleigh Coker,,,"Austin, TX",3/1/23,11/1/23,6/19/23,,30,3/2/23,3/1/23,Direct,Engineering projects,Karleigh Coker,,0065c0000190fOH,0065c0000190fOHAAY,Inquiry,3/2/23 15:18,,,,Yes,,P&R,Enterprise Solutions,1
830000,Holland America Line,Vulnerability Tiger Team,Investigation & Analysis,Q1-2024,3/4/24,Client Referral,New Business,Michael Samson,,34,"Seattle, WA",3/11/24,8/30/24,9/19/23,Low confidence,10,8/23/23,5/8/23,Proactive pitch,Engineering projects,Brooke Stoner,Holland America Line,0065c00001MnFS1,0065c00001MnFS1AAN,Proposal Presentation,9/18/23 17:00,,,,Yes,,P&R,Platform Operations,
1,Holland America Line,Digital Ops (grow & transform DBMS),Investigation & Analysis,Q1-2024,3/29/24,Geo,New Business,Michael Samson,Operations,45,"Seattle, WA",4/1/24,12/27/24,10/5/23,Low confidence,10,8/11/22,7/27/22,Direct Procurement,Engineering projects,Brooke Stoner,Holland America Line,0065c0000119bvf,0065c0000119bvfAAA,Proposal Presentation,10/4/23 17:00,,,No,Yes,,P&R,Platform Operations,
12700000,Holland America Line,Vulnerability Remediation & Patching Automation,Qualification,Q1-2024,3/29/24,Client Referral,New Business,Michael Samson,,34,"Seattle, WA",11/1/23,7/31/26,10/4/23,Low confidence,20,5/18/23,5/8/23,Proactive pitch,Engineering projects,Brooke Stoner,Holland America Line,0065c00001Dx76f,0065c00001Dx76fAAB,Proposal Presentation,10/3/23 17:00,,,,Yes,,P&R,Platform Operations,
15000000,Holland America Line,Cap Gemini Takeover IT Ops,Inquiry,Q4-2024,11/29/24,Industry,New Business,Michael Samson,,35,"Seattle, WA",1/5/24,12/13/24,6/21/23,Low confidence,0,5/31/23,5/31/23,RFP driven,Engineering projects,Brooke Stoner,Holland America Line,0065c00001G4Kxj,0065c00001G4KxjAAF,Inquiry,5/30/23 17:00,,,,Yes,,P&R,Platform Operations,
125001,KPMG Consulting,AML Data Lineage Project,Qualification,Q4-2024,11/14/24,Cold call,New Business,brian brennan,,35,"Raleigh, NC",11/16/23,1/31/24,10/18/23,Low confidence,20,9/8/23,9/1/23,RFP driven,Engineering projects,Brian Brennan,KPMG Consulting,0065c00001NGRTA,0065c00001NGRTAAA5,Qualification,10/17/23 17:00,,,,Yes,,P&R,Platform Operations,
1,Starbucks Corporation,"ServiceDesk Automation (Self-service, AI, Bots)",Inquiry,Q3-2023,7/28/23,Geo,New Business,Michael Samson,SRE,,"Seattle, WA",,,5/2/23,,0,2/2/23,2/1/23,,Engineering projects,Cierra Devine,Starbucks Corporation,0065c000016ekgO,0065c000016ekgOAAQ,,,,,No,,,P&R,Platform Operations,
1,Starbucks Corporation,Cloud Economics / Enterprise Chargebacks,Inquiry,Q4-2023,11/24/23,Client Referral,New Business,Michael Samson,,,"Seattle, WA",,,6/14/23,,0,6/14/23,6/14/23,Proactive pitch,Engineering projects,Cierra Devine,Starbucks Corporation,0065c00001H9sDc,0065c00001H9sDcAAJ,,6/13/23 17:00,,,,Yes,AWS,P&R,Platform Operations,
1,KPMG Consulting,DN - Journey to the Cloud Migration and Cost Optimization,Inquiry,Q4-2023,12/29/23,Cold call,New Business,Richard Phipps,,,Direct - No Region,,,8/29/23,Low confidence,0,8/10/23,8/10/23,Proactive pitch,Engineering projects,Richard Phipps,KPMG Consulting,0065c00001MeNJe,0065c00001MeNJeAAN,Inquiry,8/9/23 17:00,,,,Yes,,P&R,Platform Operations,
1,"Hawaiian Airlines, Inc.",Airport of the Future,Inquiry,Q2-2023,6/30/23,Industry,New Business,Michael Samson,Operations,,Direct - No Region,,,5/16/23,,0,2/1/23,2/1/23,,Engineering projects,No Geo AM Involved,"Hawaiian Airlines, Inc.",0065c000016e71O,0065c000016e71OAAQ,Inquiry,,MLOps;,MLOps,Yes,,,P&R,Platform Operations,
1,KPMG Consulting,Seasonal L1 Support,Inquiry,Q4-2023,10/27/23,Geo,New Business,Richard Phipps,,,"Tampa, FL",,,8/30/23,Low confidence,0,4/20/23,4/20/23,Proactive pitch,Engineering projects,Alayna Constantine,KPMG Consulting,0065c00001CZUsj,0065c00001CZUsjAAH,Inquiry,4/20/23 6:04,,,,Yes,,P&R,Platform Operations,
1,"United Airlines, Inc.",F&B Experience (Mobile Pre-ordering & Catering),Qualification,Q4-2023,11/17/23,Geo,New Business,Ajay Mathew,,,"Dallas, TX",1/1/24,10/31/24,9/28/23,Low confidence,20,5/3/23,5/1/23,Proactive pitch,Engineering projects,Annie Urban,"United Airlines, Inc.",0065c00001DvA5P,0065c00001DvA5PAAV,Qualification,8/15/23 17:00,,,,Yes,,P&R,Experience Engineering,
1,Gloat,MSA,Qualification,Q3-2023,9/30/23,Employee Referral,New Business,Nitin Mittal,,,Direct - No Region,1/1/24,12/31/24,9/7/23,Low confidence,20,8/7/23,8/2/23,Direct,Engineering projects,Adrianna Touma,,0065c00001JFZZu,0065c00001JFZZuAAP,Investigation & Analysis,9/6/23 17:00,,,,No,,P&R,Experience Engineering,
500000,"Expeditors International of Washington, Inc.",Expeditors - Improving Customer Experience,Qualification,Q4-2023,12/30/23,Client Referral,New Business,brett oxenhandler,,,"Seattle, WA",11/27/23,12/1/24,10/11/23,Low confidence,20,9/15/23,,RFP driven,Engineering projects,Malak Qibaa,"Expeditors International of Washington, Inc.",0065c00001NHuTu,0065c00001NHuTuAAL,Qualification,9/14/23 17:00,,,,Yes,,P&R,Experience Engineering,
175000,"Dicks Sporting Goods, Inc.",Store Tech Java Developer,Negotiation/Review,Q4-2023,10/23/23,Other,New Business,Powell Blue,,36,Direct - No Region,10/30/23,10/25/24,10/18/23,Commit,80,10/18/23,,Direct,Engineering projects,No Geo AM Involved,"Dicks Sporting Goods, Inc.",0065c00001O4qB4,0065c00001O4qB4AAJ,,10/17/23 17:00,,,,No,,P&R,Experience Engineering,
100000,Holland America Line,GenAI Crew Concierge,Negotiation/Review,Q4-2023,10/6/23,Client Referral,New Business,Michael Samson,,40,"Seattle, WA",10/23/23,12/15/23,10/18/23,Commit,80,8/23/23,8/23/23,Proactive pitch,Engineering projects,Brooke Stoner,Holland America Line,0065c00001MnFfJ,0065c00001MnFfJAAV,Proposal Creation,10/17/23 17:00,,,,Yes,,P&R,Generative AI,
156600,Starbucks Corporation,GraphDB - inventory planning - Yvonne Yeung,Inquiry,Q4-2023,11/6/23,Client Referral,New Business,galina romanova,,33,"Seattle, WA",11/6/23,2/29/24,10/9/23,Low confidence,20,10/4/23,,Direct,Engineering projects,Galina Romanova,Starbucks Corporation,0065c00001Nh5Rr,0065c00001Nh5RrAAJ,Inquiry,10/3/23 17:00,,,,Yes,,P&R,Generative AI,
796832,KPMG Consulting,KPMG Audit Garage Innovation & Research Lab,Proposal Creation,Q4-2023,11/30/23,Industry,New Business,Richard Phipps,,38,Direct - No Region,12/4/23,9/30/24,10/17/23,High quality,30,3/23/23,3/22/23,Proactive pitch,Engineering projects,Richard Phipps,KPMG Consulting,0065c00001AMTpm,0065c00001AMTpmAAH,Proposal Creation,3/28/23 10:16,,,,Yes,,P&R,Generative AI,
